id,secret_type,transformation_id,family,depth,carrier,gitleaks/default,gitleaks/decode,betterleaks/default,betterleaks/decode,trufflehog/default
sample_02308,aws_secret_access_key,T2.1,multi_encoding,2,python,1,1,1,1,0
sample_02309,aws_secret_access_key,T2.1,multi_encoding,2,python,1,1,1,1,0
sample_02310,aws_secret_access_key,T2.1,multi_encoding,2,python,1,1,1,1,0
sample_02311,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02312,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02313,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02314,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02315,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02316,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02317,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02318,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02319,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02320,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02321,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02322,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02323,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02324,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02325,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02326,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02327,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02328,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02329,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02330,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02331,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02332,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02333,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02334,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02335,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02336,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02337,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02338,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02339,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02340,aws_secret_access_key,T2.1,multi_encoding,2,dotenv,1,1,1,1,0
sample_02341,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02342,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02343,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02344,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02345,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02346,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02347,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02348,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02349,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02350,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02351,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02352,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02353,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02354,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02355,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02356,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02357,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02358,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02359,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02360,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02361,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02362,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02363,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02364,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02365,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02366,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02367,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02368,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02369,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02370,aws_secret_access_key,T2.1,multi_encoding,2,yaml,1,1,1,1,0
sample_02371,aws_secret_access_key,T2.2,multi_encoding,3,python,0,1,0,1,0
sample_02372,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02373,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02374,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02375,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02376,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02377,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02378,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02379,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02380,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02381,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02382,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02383,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02384,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02385,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02386,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02387,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02388,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02389,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02390,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02391,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02392,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02393,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02394,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02395,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02396,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02397,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02398,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02399,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02400,aws_secret_access_key,T2.2,multi_encoding,3,python,1,1,1,1,0
sample_02401,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02402,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02403,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02404,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02405,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02406,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02407,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02408,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02409,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02410,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02411,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02412,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02413,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02414,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02415,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02416,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02417,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02418,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02419,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02420,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02421,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,0,1,0
sample_02422,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02423,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02424,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02425,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02426,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02427,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02428,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02429,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02430,aws_secret_access_key,T2.2,multi_encoding,3,dotenv,1,1,1,1,0
sample_02431,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02432,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02433,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02434,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02435,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02436,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02437,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02438,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02439,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02440,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02441,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02442,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02443,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02444,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02445,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02446,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02447,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02448,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02449,aws_secret_access_key,T2.2,multi_encoding,3,yaml,0,1,0,1,0
sample_02450,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02451,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02452,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02453,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02454,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02455,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02456,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02457,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02458,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02459,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02460,aws_secret_access_key,T2.2,multi_encoding,3,yaml,1,1,1,1,0
sample_02461,aws_secret_access_key,T2.3,multi_encoding,2,python,1,1,1,1,0
sample_02462,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02463,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02464,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02465,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02466,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02467,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02468,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02469,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02470,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02471,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02472,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02473,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02474,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02475,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02476,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02477,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02478,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02479,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02480,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02481,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02482,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02483,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02484,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02485,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02486,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02487,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02488,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02489,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02490,aws_secret_access_key,T2.3,multi_encoding,2,python,0,1,0,1,0
sample_02491,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02492,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02493,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02494,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02495,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02496,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02497,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02498,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02499,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,1,1,1,1,0
sample_02500,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02501,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02502,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02503,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02504,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02505,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02506,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02507,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02508,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02509,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02510,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02511,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02512,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02513,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02514,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,1,1,1,1,0
sample_02515,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02516,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02517,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02518,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02519,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,0,1,0,1,0
sample_02520,aws_secret_access_key,T2.3,multi_encoding,2,dotenv,1,1,1,1,0
sample_02521,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02522,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02523,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02524,aws_secret_access_key,T2.3,multi_encoding,2,yaml,1,1,1,1,0
sample_02525,aws_secret_access_key,T2.3,multi_encoding,2,yaml,1,1,1,1,0
sample_02526,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02527,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02528,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02529,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02530,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02531,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02532,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02533,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02534,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02535,aws_secret_access_key,T2.3,multi_encoding,2,yaml,1,1,1,1,0
sample_02536,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02537,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02538,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02539,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02540,aws_secret_access_key,T2.3,multi_encoding,2,yaml,1,1,1,1,0
sample_02541,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02542,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02543,aws_secret_access_key,T2.3,multi_encoding,2,yaml,1,1,1,1,0
sample_02544,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02545,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02546,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02547,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02548,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02549,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02550,aws_secret_access_key,T2.3,multi_encoding,2,yaml,0,1,0,1,0
sample_02551,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02552,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02553,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02554,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02555,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02556,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02557,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02558,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02559,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02560,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02561,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02562,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02563,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02564,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02565,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02566,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02567,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02568,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02569,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02570,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02571,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02572,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02573,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02574,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02575,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02576,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02577,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02578,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02579,aws_secret_access_key,T3.1,splitting,1,python,0,0,0,0,0
sample_02580,aws_secret_access_key,T3.1,splitting,1,python,1,1,1,1,0
sample_02581,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02582,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02583,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02584,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02585,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02586,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02587,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02588,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02589,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02590,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02591,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02592,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02593,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02594,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02595,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02596,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02597,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02598,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02599,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02600,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02601,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02602,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02603,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02604,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02605,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02606,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02607,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02608,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02609,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02610,aws_secret_access_key,T3.2,splitting,1,python,0,0,0,0,0
sample_02611,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02612,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02613,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02614,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02615,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02616,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02617,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02618,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02619,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02620,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02621,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02622,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02623,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02624,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02625,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02626,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02627,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02628,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02629,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02630,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02631,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02632,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02633,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
sample_02634,aws_secret_access_key,T3.3,splitting,1,python,0,0,0,0,0
